family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF00355,sincfold_published,222,222,0,0,1.0,0.2807927131456542,0.2941088662953352
RF00355,sincfold_retrained,222,222,0,0,1.0,0.37652167698876554,0.4174491007514137
RF00368,sincfold_published,231,231,0,0,1.0,0.7530444888542047,0.7613101993558932
RF00368,sincfold_retrained,231,231,0,0,1.0,0.7015257158613226,0.7033718660050342
RF00374,sincfold_published,44,44,0,0,1.0,0.4429605070829199,0.49233093316526
RF00374,sincfold_retrained,44,44,0,0,1.0,0.21807177698688596,0.2335744865689736
RF00383,sincfold_published,196,196,0,0,1.0,0.4315310268547291,0.45004169664447363
RF00383,sincfold_retrained,196,196,0,0,1.0,0.2630732387937771,0.2637781510759739
RF00384,sincfold_published,11,11,0,0,1.0,0.6795809704900614,0.6987957141335684
RF00384,sincfold_retrained,11,11,0,0,1.0,0.45458718376265944,0.4676652530223682
RF00389,sincfold_published,41,41,0,0,1.0,0.7598258598711345,0.7786334261699762
RF00389,sincfold_retrained,41,41,0,0,1.0,0.19687774843131833,0.2452877314927457
RF00393,sincfold_published,1221,1221,0,0,1.0,0.24578512292657279,0.2745282722426299
RF00393,sincfold_retrained,1221,1221,0,0,1.0,0.2706718512001738,0.27400607116825826
RF00403,sincfold_published,557,557,0,0,1.0,0.5932672582806772,0.5977555256890431
RF00403,sincfold_retrained,557,557,0,0,1.0,0.5231389317450316,0.5264709743643053
RF00420,sincfold_published,726,726,0,0,1.0,0.4913137561021006,0.5040773723970654
RF00420,sincfold_retrained,726,726,0,0,1.0,0.34274436923029994,0.345897849356492
RF00421,sincfold_published,528,528,0,0,1.0,0.4697461332804707,0.4794440241686039
RF00421,sincfold_retrained,528,528,0,0,1.0,0.4303609179257761,0.4363998430399047
RF00424,sincfold_published,679,679,0,0,1.0,0.5850143830445969,0.6009124773696438
RF00424,sincfold_retrained,679,679,0,0,1.0,0.3679089857416204,0.37034913957995313
RF00427,sincfold_published,354,354,0,0,1.0,0.4424329441181058,0.4620653914931135
RF00427,sincfold_retrained,354,354,0,0,1.0,0.398877792492711,0.4039241855769901
RF00434,sincfold_published,28,28,0,0,1.0,0.4992633271715228,0.5503731255862137
RF00434,sincfold_retrained,28,28,0,0,1.0,0.32434135182763585,0.3519888176044166
RF00448,sincfold_published,8,8,0,0,1.0,0.5642194045428935,0.5676148871031309
RF00448,sincfold_retrained,8,8,0,0,1.0,0.11117532385138018,0.10995926018720671
RF00449,sincfold_published,112,111,1,0,0.9910714285714286,0.4135229047544153,0.41800556820606716
RF00449,sincfold_retrained,112,111,1,0,0.9910714285714286,0.0691136919887776,0.06953141256907808
RF00457,sincfold_published,93,93,0,0,1.0,0.5019413966658837,0.5364614976356648
RF00457,sincfold_retrained,93,93,0,0,1.0,0.30858175434402857,0.31551966406406123
RF00459,sincfold_published,2777,2777,0,0,1.0,0.19456528963320255,0.2080206105292781
RF00459,sincfold_retrained,2777,2777,0,0,1.0,0.07799140239959065,0.07865033476854415
RF00460,sincfold_published,344,344,0,0,1.0,0.7987559276910481,0.8087353157874971
RF00460,sincfold_retrained,344,344,0,0,1.0,0.2613199245339825,0.2736182978192525
RF00463,sincfold_published,18,18,0,0,1.0,0.23269385100799397,0.2680243942256618
RF00463,sincfold_retrained,18,18,0,0,1.0,0.07979911986260405,0.09453192723638179
RF00470,sincfold_published,29,29,0,0,1.0,0.6189832390447506,0.6208762418209555
RF00470,sincfold_retrained,29,29,0,0,1.0,0.3396071434155516,0.3399224127812206
RF00484,sincfold_published,66,66,0,0,1.0,0.4826731887628721,0.5265565110441037
RF00484,sincfold_retrained,66,66,0,0,1.0,0.1878164715994981,0.19368855320499073
RF00495,sincfold_published,65,65,0,0,1.0,0.011996878045127106,0.0166577435917684
RF00495,sincfold_retrained,65,65,0,0,1.0,0.025847814568002617,0.02769248918842754
RF00504,sincfold_published,25727,25727,0,0,1.0,0.6828970465071732,0.6908287556725791
RF00504,sincfold_retrained,25727,25727,0,0,1.0,0.3728282685922684,0.3774248344374294
RF00520,sincfold_published,197,197,0,0,1.0,0.2838632134403203,0.3087721211671927
RF00520,sincfold_retrained,197,197,0,0,1.0,0.195593724410181,0.20030742223363526
RF00522,sincfold_published,1444,1444,0,0,1.0,0.7064894765898924,0.7147739421215725
RF00522,sincfold_retrained,1444,1444,0,0,1.0,0.43523065613256323,0.4433348322590523
RF00533,sincfold_published,38,38,0,0,1.0,0.04473684210526316,0.05065669627481514
RF00533,sincfold_retrained,38,38,0,0,1.0,0.10388811942136042,0.12253276812938708
RF00536,sincfold_published,43,43,0,0,1.0,0.08903654485049833,0.09327814360564302
RF00536,sincfold_retrained,43,43,0,0,1.0,0.2265292125415245,0.2413986361619309
RF00537,sincfold_published,46,46,0,0,1.0,0.17603917821309126,0.18162410292315626
RF00537,sincfold_retrained,46,46,0,0,1.0,0.1324208842936128,0.1575398016535886
RF00538,sincfold_published,54,54,0,0,1.0,0.49856897965773106,0.519738524254764
RF00538,sincfold_retrained,54,54,0,0,1.0,0.05888239695429238,0.05976468819104509
RF00541,sincfold_published,16,16,0,0,1.0,0.2985434934105702,0.31110806232692073
RF00541,sincfold_retrained,16,16,0,0,1.0,0.16305101862722293,0.16353702967369838
RF00549,sincfold_published,120,10,110,0,0.08333333333333333,0.04796431995051723,0.06143657428562453
RF00549,sincfold_retrained,120,10,110,0,0.08333333333333333,0.09720532963280895,0.09749004769163058
RF00550,sincfold_published,46,46,0,0,1.0,0.44571162550564764,0.46020646359644823
RF00550,sincfold_retrained,46,46,0,0,1.0,0.0567346126044668,0.06277291418293468
RF00559,sincfold_published,2354,2354,0,0,1.0,0.36443304554362116,0.39544398650992363
RF00559,sincfold_retrained,2354,2354,0,0,1.0,0.32377776340121117,0.3331125040390531
RF00582,sincfold_published,702,702,0,0,1.0,0.5607276947859382,0.5813842265941586
RF00582,sincfold_retrained,702,702,0,0,1.0,0.38100940306642084,0.38454461904891735
RF00614,sincfold_published,1555,1555,0,0,1.0,0.38208587144458206,0.4030769711968421
RF00614,sincfold_retrained,1555,1555,0,0,1.0,0.34279049824510816,0.34436505630673037
RF00616,sincfold_published,148,148,0,0,1.0,0.809985777193884,0.8147469849963759
RF00616,sincfold_retrained,148,148,0,0,1.0,0.7652225788016693,0.7718871024499578
RF00620,sincfold_published,51,51,0,0,1.0,0.5508903624650189,0.5685256690088757
RF00620,sincfold_retrained,51,51,0,0,1.0,0.5537027419925095,0.5532785056891404
RF00621,sincfold_published,70,70,0,0,1.0,0.237313920196635,0.24938561178434648
RF00621,sincfold_retrained,70,70,0,0,1.0,0.1366451998250922,0.137947494178653
RF00630,sincfold_published,854,854,0,0,1.0,0.829636474136029,0.8359983123693959
